as_of,sleeve,call,dist_pct,confidence,close,next_close,next_ret_pct,result,scored_on,source
2016-12-07,QQQ,LONG,4.05,MEDIUM,110.72,110.92,0.181,RIGHT,2016-12-08,BACKFILL
2016-12-08,BTC,LONG,23.04,HIGH,770.81,772.79,0.257,RIGHT,2016-12-09,BACKFILL
2016-12-08,GLD,HELD,-9.18,HIGH,111.57,110.4,-1.049,WRONG,2016-12-09,BACKFILL
2016-12-08,QQQ,LONG,4.15,MEDIUM,110.92,111.79,0.784,RIGHT,2016-12-09,BACKFILL
2016-12-09,BTC,LONG,22.95,HIGH,772.79,780.09,0.945,RIGHT,2016-12-12,BACKFILL
2016-12-09,GLD,HELD,-10.08,HIGH,110.4,110.82,0.38,RIGHT,2016-12-12,BACKFILL
2016-12-09,QQQ,LONG,4.88,MEDIUM,111.79,111.28,-0.456,WRONG,2016-12-12,BACKFILL
2016-12-12,BTC,LONG,23.68,HIGH,780.09,780.56,0.06,RIGHT,2016-12-13,BACKFILL
2016-12-12,GLD,HELD,-9.69,HIGH,110.82,110.45,-0.334,WRONG,2016-12-13,BACKFILL
2016-12-12,QQQ,LONG,4.33,MEDIUM,111.28,112.69,1.267,RIGHT,2016-12-13,BACKFILL
2016-12-13,BTC,LONG,23.33,HIGH,780.56,781.48,0.118,RIGHT,2016-12-14,BACKFILL
2016-12-13,GLD,HELD,-9.93,HIGH,110.45,108.83,-1.467,WRONG,2016-12-14,BACKFILL
2016-12-13,QQQ,LONG,5.56,HIGH,112.69,112.45,-0.213,WRONG,2016-12-14,BACKFILL
2016-12-14,BTC,LONG,23.05,HIGH,781.48,778.09,-0.434,WRONG,2016-12-15,BACKFILL
2016-12-14,GLD,HELD,-11.19,HIGH,108.83,107.34,-1.369,WRONG,2016-12-15,BACKFILL
2016-12-14,QQQ,LONG,5.24,HIGH,112.45,112.63,0.16,RIGHT,2016-12-15,BACKFILL
2016-12-15,BTC,LONG,22.1,HIGH,778.09,784.91,0.877,RIGHT,2016-12-16,BACKFILL
2016-12-15,GLD,HELD,-12.34,HIGH,107.34,108.05,0.661,RIGHT,2016-12-16,BACKFILL
2016-12-15,QQQ,LONG,5.32,HIGH,112.63,112.21,-0.373,WRONG,2016-12-16,BACKFILL
2016-12-16,BTC,LONG,22.75,HIGH,784.91,792.71,0.994,RIGHT,2016-12-19,BACKFILL
2016-12-16,GLD,HELD,-11.7,HIGH,108.05,108.59,0.5,RIGHT,2016-12-19,BACKFILL
2016-12-16,QQQ,LONG,4.84,MEDIUM,112.21,112.67,0.41,RIGHT,2016-12-19,BACKFILL
2016-12-19,BTC,LONG,23.53,HIGH,792.71,800.88,1.031,RIGHT,2016-12-20,BACKFILL
2016-12-19,GLD,HELD,-11.19,HIGH,108.59,107.79,-0.737,WRONG,2016-12-20,BACKFILL
2016-12-19,QQQ,LONG,5.18,HIGH,112.67,113.1,0.382,RIGHT,2016-12-20,BACKFILL
2016-12-20,BTC,LONG,24.36,HIGH,800.88,834.28,4.17,RIGHT,2016-12-21,BACKFILL
2016-12-20,GLD,HELD,-11.78,HIGH,107.79,107.85,0.056,RIGHT,2016-12-21,BACKFILL
2016-12-20,QQQ,LONG,5.48,HIGH,113.1,113.02,-0.071,WRONG,2016-12-21,BACKFILL
2016-12-21,BTC,LONG,29.01,HIGH,834.28,864.54,3.627,RIGHT,2016-12-22,BACKFILL
2016-12-21,GLD,HELD,-11.68,HIGH,107.85,107.59,-0.241,WRONG,2016-12-22,BACKFILL
2016-12-21,QQQ,LONG,5.31,HIGH,113.02,112.7,-0.283,WRONG,2016-12-22,BACKFILL
2016-12-22,BTC,LONG,33.11,HIGH,864.54,921.98,6.644,RIGHT,2016-12-23,BACKFILL
2016-12-22,GLD,HELD,-11.83,HIGH,107.59,107.93,0.316,RIGHT,2016-12-23,BACKFILL
2016-12-22,QQQ,LONG,4.92,MEDIUM,112.7,112.78,0.071,RIGHT,2016-12-23,BACKFILL
2016-12-23,BTC,LONG,41.27,HIGH,921.98,933.2,1.217,RIGHT,2016-12-27,BACKFILL
2016-12-23,GLD,HELD,-11.5,HIGH,107.93,108.56,0.584,RIGHT,2016-12-27,BACKFILL
2016-12-23,QQQ,LONG,4.91,MEDIUM,112.78,113.36,0.514,RIGHT,2016-12-27,BACKFILL
2016-12-27,BTC,LONG,42.28,HIGH,933.2,975.92,4.578,RIGHT,2016-12-28,BACKFILL
2016-12-27,GLD,HELD,-10.94,HIGH,108.56,108.86,0.276,RIGHT,2016-12-28,BACKFILL
2016-12-27,QQQ,LONG,5.36,HIGH,113.36,112.48,-0.776,WRONG,2016-12-28,BACKFILL
2016-12-28,BTC,LONG,48.0,HIGH,975.92,973.5,-0.248,WRONG,2016-12-29,BACKFILL
2016-12-28,GLD,HELD,-10.65,HIGH,108.86,110.29,1.314,RIGHT,2016-12-29,BACKFILL
2016-12-28,QQQ,LONG,4.48,MEDIUM,112.48,112.32,-0.142,WRONG,2016-12-29,BACKFILL
2016-12-29,BTC,LONG,46.86,HIGH,973.5,961.24,-1.259,WRONG,2016-12-30,BACKFILL
2016-12-29,GLD,HELD,-9.45,HIGH,110.29,109.61,-0.617,WRONG,2016-12-30,BACKFILL
2016-12-29,QQQ,LONG,4.26,MEDIUM,112.32,111.16,-1.033,WRONG,2016-12-30,BACKFILL
2016-12-30,BTC,LONG,44.3,HIGH,961.24,1043.84,8.593,RIGHT,2017-01-03,BACKFILL
2016-12-30,GLD,HELD,-9.98,HIGH,109.61,110.47,0.785,RIGHT,2017-01-03,BACKFILL
2016-12-30,QQQ,LONG,3.13,MEDIUM,111.16,112.16,0.9,RIGHT,2017-01-03,BACKFILL
2017-01-03,BTC,LONG,55.9,HIGH,1043.84,1154.73,10.623,RIGHT,2017-01-04,BACKFILL
2017-01-03,GLD,HELD,-9.24,HIGH,110.47,110.86,0.353,RIGHT,2017-01-04,BACKFILL
2017-01-03,QQQ,LONG,4.0,MEDIUM,112.16,112.77,0.544,RIGHT,2017-01-04,BACKFILL
2017-01-04,BTC,LONG,71.41,HIGH,1154.73,1013.38,-12.241,WRONG,2017-01-05,BACKFILL
2017-01-04,GLD,HELD,-8.9,HIGH,110.86,112.58,1.552,RIGHT,2017-01-05,BACKFILL
2017-01-04,QQQ,LONG,4.5,MEDIUM,112.77,113.41,0.568,RIGHT,2017-01-05,BACKFILL
2017-01-05,BTC,LONG,49.72,HIGH,1013.38,902.2,-10.971,WRONG,2017-01-06,BACKFILL
2017-01-05,GLD,HELD,-7.47,HIGH,112.58,111.75,-0.737,WRONG,2017-01-06,BACKFILL
2017-01-05,QQQ,LONG,5.02,HIGH,113.41,114.4,0.873,RIGHT,2017-01-06,BACKFILL
2017-01-06,BTC,LONG,32.86,HIGH,902.2,902.83,0.07,RIGHT,2017-01-09,BACKFILL
2017-01-06,GLD,HELD,-8.11,HIGH,111.75,112.67,0.823,RIGHT,2017-01-09,BACKFILL
2017-01-06,QQQ,LONG,5.86,HIGH,114.4,114.78,0.332,RIGHT,2017-01-09,BACKFILL
2017-01-09,BTC,LONG,32.54,HIGH,902.83,907.68,0.537,RIGHT,2017-01-10,BACKFILL
2017-01-09,GLD,HELD,-7.32,HIGH,112.67,113.15,0.426,RIGHT,2017-01-10,BACKFILL
2017-01-09,QQQ,LONG,6.13,HIGH,114.78,115.03,0.218,RIGHT,2017-01-10,BACKFILL
2017-01-10,BTC,LONG,32.82,HIGH,907.68,777.76,-14.313,WRONG,2017-01-11,BACKFILL
2017-01-10,GLD,HELD,-6.9,HIGH,113.15,113.5,0.309,RIGHT,2017-01-11,BACKFILL
2017-01-10,QQQ,LONG,6.28,HIGH,115.03,115.34,0.269,RIGHT,2017-01-11,BACKFILL
2017-01-11,BTC,LONG,13.59,HIGH,777.76,804.83,3.481,RIGHT,2017-01-12,BACKFILL
2017-01-11,GLD,HELD,-6.58,HIGH,113.5,113.91,0.361,RIGHT,2017-01-12,BACKFILL
2017-01-11,QQQ,LONG,6.49,HIGH,115.34,115.16,-0.156,WRONG,2017-01-12,BACKFILL
2017-01-12,BTC,LONG,17.28,HIGH,804.83,823.98,2.379,RIGHT,2017-01-13,BACKFILL
2017-01-12,GLD,HELD,-6.2,HIGH,113.91,114.21,0.263,RIGHT,2017-01-13,BACKFILL
2017-01-12,QQQ,LONG,6.24,HIGH,115.16,115.55,0.339,RIGHT,2017-01-13,BACKFILL
2017-01-13,BTC,LONG,19.79,HIGH,823.98,907.94,10.19,RIGHT,2017-01-17,BACKFILL
2017-01-13,GLD,HELD,-5.92,HIGH,114.21,115.85,1.436,RIGHT,2017-01-17,BACKFILL
2017-01-13,QQQ,LONG,6.5,HIGH,115.55,115.21,-0.294,WRONG,2017-01-17,BACKFILL
2017-01-17,BTC,LONG,31.73,HIGH,907.94,886.62,-2.348,WRONG,2017-01-18,BACKFILL
2017-01-17,GLD,HELD,-4.53,MEDIUM,115.85,114.87,-0.846,WRONG,2017-01-18,BACKFILL
2017-01-17,QQQ,LONG,6.09,HIGH,115.21,115.44,0.2,RIGHT,2017-01-18,BACKFILL
2017-01-18,BTC,LONG,28.39,HIGH,886.62,899.07,1.404,RIGHT,2017-01-19,BACKFILL
2017-01-18,GLD,HELD,-5.3,HIGH,114.87,114.77,-0.087,WRONG,2017-01-19,BACKFILL
2017-01-18,QQQ,LONG,6.21,HIGH,115.44,115.38,-0.052,WRONG,2017-01-19,BACKFILL
2017-01-19,BTC,LONG,29.94,HIGH,899.07,895.03,-0.449,WRONG,2017-01-20,BACKFILL
2017-01-19,GLD,HELD,-5.33,HIGH,114.77,115.05,0.244,RIGHT,2017-01-20,BACKFILL
2017-01-19,QQQ,LONG,6.06,HIGH,115.38,115.64,0.225,RIGHT,2017-01-20,BACKFILL
2017-01-20,BTC,LONG,29.19,HIGH,895.03,921.01,2.903,RIGHT,2017-01-23,BACKFILL
2017-01-20,GLD,HELD,-5.06,HIGH,115.05,115.79,0.643,RIGHT,2017-01-23,BACKFILL
2017-01-20,QQQ,LONG,6.2,HIGH,115.64,115.73,0.078,RIGHT,2017-01-23,BACKFILL
2017-01-23,BTC,LONG,32.72,HIGH,921.01,892.69,-3.075,WRONG,2017-01-24,BACKFILL
2017-01-23,GLD,HELD,-4.41,MEDIUM,115.79,115.27,-0.449,WRONG,2017-01-24,BACKFILL
2017-01-23,QQQ,LONG,6.17,HIGH,115.73,116.51,0.674,RIGHT,2017-01-24,BACKFILL
2017-01-24,BTC,LONG,28.45,HIGH,892.69,901.54,0.991,RIGHT,2017-01-25,BACKFILL
2017-01-24,GLD,HELD,-4.8,MEDIUM,115.27,114.32,-0.824,WRONG,2017-01-25,BACKFILL
2017-01-24,QQQ,LONG,6.78,HIGH,116.51,117.68,1.004,RIGHT,2017-01-25,BACKFILL
2017-01-25,BTC,LONG,29.43,HIGH,901.54,917.59,1.78,RIGHT,2017-01-26,BACKFILL
2017-01-25,GLD,HELD,-5.55,HIGH,114.32,113.26,-0.927,WRONG,2017-01-26,BACKFILL
2017-01-25,QQQ,LONG,7.74,HIGH,117.68,117.81,0.11,RIGHT,2017-01-26,BACKFILL
2017-01-26,BTC,LONG,31.33,HIGH,917.59,919.75,0.235,RIGHT,2017-01-27,BACKFILL
2017-01-26,GLD,HELD,-6.38,HIGH,113.26,113.49,0.203,RIGHT,2017-01-27,BACKFILL
2017-01-26,QQQ,LONG,7.74,HIGH,117.81,118.03,0.187,RIGHT,2017-01-27,BACKFILL
2017-01-27,BTC,LONG,31.27,HIGH,919.75,920.38,0.068,RIGHT,2017-01-30,BACKFILL
2017-01-27,GLD,HELD,-6.16,HIGH,113.49,113.97,0.423,RIGHT,2017-01-30,BACKFILL
2017-01-27,QQQ,LONG,7.83,HIGH,118.03,117.11,-0.779,WRONG,2017-01-30,BACKFILL
2017-01-30,BTC,LONG,31.04,HIGH,920.38,970.4,5.435,RIGHT,2017-01-31,BACKFILL
2017-01-30,GLD,HELD,-5.7,HIGH,113.97,115.55,1.386,RIGHT,2017-01-31,BACKFILL
2017-01-30,QQQ,LONG,6.86,HIGH,117.11,116.88,-0.196,WRONG,2017-01-31,BACKFILL
2017-01-31,BTC,LONG,37.75,HIGH,970.4,989.02,1.919,RIGHT,2017-02-01,BACKFILL
2017-01-31,GLD,HELD,-4.33,MEDIUM,115.55,115.2,-0.303,WRONG,2017-02-01,BACKFILL
2017-01-31,QQQ,LONG,6.52,HIGH,116.88,117.68,0.684,RIGHT,2017-02-01,BACKFILL
2017-02-01,BTC,LONG,39.94,HIGH,989.02,1011.8,2.303,RIGHT,2017-02-02,BACKFILL
2017-02-01,GLD,HELD,-4.57,MEDIUM,115.2,115.84,0.556,RIGHT,2017-02-02,BACKFILL
2017-02-01,QQQ,LONG,7.11,HIGH,117.68,117.58,-0.085,WRONG,2017-02-02,BACKFILL
2017-02-02,BTC,LONG,42.67,HIGH,1011.8,1029.91,1.79,RIGHT,2017-02-03,BACKFILL
2017-02-02,GLD,HELD,-3.99,MEDIUM,115.84,116.13,0.25,RIGHT,2017-02-03,BACKFILL
2017-02-02,QQQ,LONG,6.9,HIGH,117.58,117.92,0.289,RIGHT,2017-02-03,BACKFILL
2017-02-03,BTC,LONG,44.73,HIGH,1029.91,1038.15,0.8,RIGHT,2017-02-06,BACKFILL
2017-02-03,GLD,HELD,-3.69,MEDIUM,116.13,117.7,1.352,RIGHT,2017-02-06,BACKFILL
2017-02-03,QQQ,LONG,7.1,HIGH,117.92,118.06,0.119,RIGHT,2017-02-06,BACKFILL
2017-02-06,BTC,LONG,45.4,HIGH,1038.15,1061.35,2.235,RIGHT,2017-02-07,BACKFILL
2017-02-06,GLD,HELD,-2.33,MEDIUM,117.7,117.46,-0.204,WRONG,2017-02-07,BACKFILL
2017-02-06,QQQ,LONG,7.11,HIGH,118.06,118.49,0.364,RIGHT,2017-02-07,BACKFILL
2017-02-07,BTC,LONG,48.11,HIGH,1061.35,1063.07,0.162,RIGHT,2017-02-08,BACKFILL
2017-02-07,GLD,HELD,-2.47,MEDIUM,117.46,118.19,0.621,RIGHT,2017-02-08,BACKFILL
2017-02-07,QQQ,LONG,7.38,HIGH,118.49,118.69,0.169,RIGHT,2017-02-08,BACKFILL
2017-02-08,BTC,LONG,47.82,HIGH,1063.07,994.38,-6.461,WRONG,2017-02-09,BACKFILL
2017-02-08,GLD,HELD,-1.79,LOW,118.19,117.29,-0.761,WRONG,2017-02-09,BACKFILL
2017-02-08,QQQ,LONG,7.45,HIGH,118.69,119.12,0.362,RIGHT,2017-02-09,BACKFILL
2017-02-09,BTC,LONG,37.81,HIGH,994.38,988.67,-0.574,WRONG,2017-02-10,BACKFILL
2017-02-09,GLD,HELD,-2.48,MEDIUM,117.29,117.6,0.264,RIGHT,2017-02-10,BACKFILL
2017-02-09,QQQ,LONG,7.73,HIGH,119.12,119.51,0.327,RIGHT,2017-02-10,BACKFILL
2017-02-10,BTC,LONG,36.62,HIGH,988.67,990.64,0.199,RIGHT,2017-02-13,BACKFILL
2017-02-10,GLD,HELD,-2.15,MEDIUM,117.6,116.8,-0.68,WRONG,2017-02-13,BACKFILL
2017-02-10,QQQ,LONG,7.97,HIGH,119.51,120.19,0.569,RIGHT,2017-02-13,BACKFILL
2017-02-13,BTC,LONG,36.46,HIGH,990.64,1004.55,1.404,RIGHT,2017-02-14,BACKFILL
2017-02-13,GLD,HELD,-2.75,MEDIUM,116.8,116.93,0.111,RIGHT,2017-02-14,BACKFILL
2017-02-13,QQQ,LONG,8.48,HIGH,120.19,120.59,0.333,RIGHT,2017-02-14,BACKFILL
2017-02-14,BTC,LONG,37.94,HIGH,1004.55,1007.48,0.292,RIGHT,2017-02-15,BACKFILL
2017-02-14,GLD,HELD,-2.58,MEDIUM,116.93,117.45,0.445,RIGHT,2017-02-15,BACKFILL
2017-02-14,QQQ,LONG,8.73,HIGH,120.59,121.31,0.597,RIGHT,2017-02-15,BACKFILL
2017-02-15,BTC,LONG,37.9,HIGH,1007.48,1027.44,1.981,RIGHT,2017-02-16,BACKFILL
2017-02-15,GLD,HELD,-2.09,MEDIUM,117.45,118.08,0.536,RIGHT,2017-02-16,BACKFILL
2017-02-15,QQQ,LONG,9.26,HIGH,121.31,121.27,-0.033,WRONG,2017-02-16,BACKFILL
2017-02-16,BTC,LONG,40.16,HIGH,1027.44,1046.21,1.827,RIGHT,2017-02-17,BACKFILL
2017-02-16,GLD,HELD,-1.51,LOW,118.08,117.68,-0.339,WRONG,2017-02-17,BACKFILL
2017-02-16,QQQ,LONG,9.12,HIGH,121.27,121.79,0.429,RIGHT,2017-02-17,BACKFILL
2017-02-17,BTC,LONG,42.22,HIGH,1046.21,1115.3,6.604,RIGHT,2017-02-21,BACKFILL
2017-02-17,GLD,HELD,-1.8,LOW,117.68,117.75,0.059,RIGHT,2017-02-21,BACKFILL
2017-02-17,QQQ,LONG,9.47,HIGH,121.79,122.39,0.493,RIGHT,2017-02-21,BACKFILL
2017-02-21,BTC,LONG,51.01,HIGH,1115.3,1117.44,0.192,RIGHT,2017-02-22,BACKFILL
2017-02-21,GLD,HELD,-1.69,LOW,117.75,117.91,0.136,RIGHT,2017-02-22,BACKFILL
2017-02-21,QQQ,LONG,9.89,HIGH,122.39,122.44,0.041,RIGHT,2017-02-22,BACKFILL
2017-02-22,BTC,LONG,50.7,HIGH,1117.44,1166.72,4.41,RIGHT,2017-02-23,BACKFILL
2017-02-22,GLD,HELD,-1.5,LOW,117.91,118.94,0.874,RIGHT,2017-02-23,BACKFILL
2017-02-22,QQQ,LONG,9.82,HIGH,122.44,121.98,-0.376,WRONG,2017-02-23,BACKFILL
2017-02-23,BTC,LONG,56.64,HIGH,1166.72,1173.68,0.597,RIGHT,2017-02-24,BACKFILL
2017-02-23,GLD,HELD,-0.61,LOW,118.94,119.7,0.639,RIGHT,2017-02-24,BACKFILL
2017-02-23,QQQ,LONG,9.3,HIGH,121.98,122.22,0.197,RIGHT,2017-02-24,BACKFILL
2017-02-24,BTC,LONG,56.86,HIGH,1173.68,1179.97,0.536,RIGHT,2017-02-27,BACKFILL
2017-02-24,GLD,HELD,0.07,LOW,119.7,119.12,-0.485,WRONG,2017-02-27,BACKFILL
2017-02-24,QQQ,LONG,9.41,HIGH,122.22,122.37,0.123,RIGHT,2017-02-27,BACKFILL
2017-02-27,BTC,LONG,56.96,HIGH,1179.97,1179.97,0.0,WRONG,2017-02-28,BACKFILL
2017-02-27,GLD,HELD,-0.38,LOW,119.12,119.23,0.092,RIGHT,2017-02-28,BACKFILL
2017-02-27,QQQ,LONG,9.44,HIGH,122.37,121.99,-0.311,WRONG,2017-02-28,BACKFILL
2017-02-28,BTC,LONG,56.23,HIGH,1179.97,1222.5,3.604,RIGHT,2017-03-01,BACKFILL
2017-02-28,GLD,HELD,-0.25,LOW,119.23,119.06,-0.143,WRONG,2017-03-01,BACKFILL
2017-02-28,QQQ,LONG,8.99,HIGH,121.99,123.32,1.09,RIGHT,2017-03-01,BACKFILL
2017-03-01,BTC,LONG,61.05,HIGH,1222.5,1251.01,2.332,RIGHT,2017-03-02,BACKFILL
2017-03-01,GLD,HELD,-0.35,LOW,119.06,117.58,-1.243,WRONG,2017-03-02,BACKFILL
2017-03-01,QQQ,LONG,10.07,HIGH,123.32,122.7,-0.503,WRONG,2017-03-02,BACKFILL
2017-03-02,BTC,LONG,63.95,HIGH,1251.01,1274.99,1.917,RIGHT,2017-03-03,BACKFILL
2017-03-02,GLD,HELD,-1.53,LOW,117.58,117.51,-0.06,WRONG,2017-03-03,BACKFILL
2017-03-02,QQQ,LONG,9.41,HIGH,122.7,122.93,0.187,RIGHT,2017-03-03,BACKFILL
2017-03-03,BTC,LONG,66.19,HIGH,1274.99,1272.83,-0.169,WRONG,2017-03-06,BACKFILL
2017-03-03,GLD,HELD,-1.54,LOW,117.51,116.72,-0.672,WRONG,2017-03-06,BACKFILL
2017-03-03,QQQ,LONG,9.52,HIGH,122.93,122.66,-0.22,WRONG,2017-03-06,BACKFILL
2017-03-06,BTC,LONG,65.02,HIGH,1272.83,1223.54,-3.872,WRONG,2017-03-07,BACKFILL
2017-03-06,GLD,HELD,-2.13,MEDIUM,116.72,115.78,-0.805,WRONG,2017-03-07,BACKFILL
2017-03-06,QQQ,LONG,9.18,HIGH,122.66,122.45,-0.171,WRONG,2017-03-07,BACKFILL
2017-03-07,BTC,LONG,57.79,HIGH,1223.54,1150.0,-6.01,WRONG,2017-03-08,BACKFILL
2017-03-07,GLD,HELD,-2.85,MEDIUM,115.78,115.06,-0.622,WRONG,2017-03-08,BACKFILL
2017-03-07,QQQ,LONG,8.9,HIGH,122.45,122.67,0.18,RIGHT,2017-03-08,BACKFILL
2017-03-08,BTC,LONG,47.54,HIGH,1150.0,1188.49,3.347,RIGHT,2017-03-09,BACKFILL
2017-03-08,GLD,HELD,-3.37,MEDIUM,115.06,114.47,-0.513,WRONG,2017-03-09,BACKFILL
2017-03-08,QQQ,LONG,9.0,HIGH,122.67,122.76,0.073,RIGHT,2017-03-09,BACKFILL
2017-03-09,BTC,LONG,51.67,HIGH,1188.49,1116.72,-6.039,WRONG,2017-03-10,BACKFILL
2017-03-09,GLD,HELD,-3.78,MEDIUM,114.47,114.72,0.218,RIGHT,2017-03-10,BACKFILL
2017-03-09,QQQ,LONG,8.98,HIGH,122.76,123.28,0.424,RIGHT,2017-03-10,BACKFILL
2017-03-10,BTC,LONG,41.86,HIGH,1116.72,1231.92,10.316,RIGHT,2017-03-13,BACKFILL
2017-03-10,GLD,HELD,-3.49,MEDIUM,114.72,114.74,0.017,RIGHT,2017-03-13,BACKFILL
2017-03-10,QQQ,LONG,9.34,HIGH,123.28,123.48,0.162,RIGHT,2017-03-13,BACKFILL
2017-03-13,BTC,LONG,55.63,HIGH,1231.92,1240.0,0.656,RIGHT,2017-03-14,BACKFILL
2017-03-13,GLD,HELD,-3.4,MEDIUM,114.74,114.12,-0.54,WRONG,2017-03-14,BACKFILL
2017-03-13,QQQ,LONG,9.42,HIGH,123.48,123.18,-0.243,WRONG,2017-03-14,BACKFILL
2017-03-14,BTC,LONG,55.8,HIGH,1240.0,1249.61,0.775,RIGHT,2017-03-15,BACKFILL
2017-03-14,GLD,HELD,-3.85,MEDIUM,114.12,116.25,1.866,RIGHT,2017-03-15,BACKFILL
2017-03-14,QQQ,LONG,9.07,HIGH,123.18,123.94,0.617,RIGHT,2017-03-15,BACKFILL
2017-03-15,BTC,LONG,56.14,HIGH,1249.61,1187.81,-4.946,WRONG,2017-03-16,BACKFILL
2017-03-15,GLD,HELD,-1.99,LOW,116.25,116.73,0.413,RIGHT,2017-03-16,BACKFILL
2017-03-15,QQQ,LONG,9.64,HIGH,123.94,123.86,-0.065,WRONG,2017-03-16,BACKFILL
2017-03-16,BTC,LONG,47.69,HIGH,1187.81,1100.23,-7.373,WRONG,2017-03-17,BACKFILL
2017-03-16,GLD,HELD,-1.52,LOW,116.73,116.99,0.223,RIGHT,2017-03-17,BACKFILL
2017-03-16,QQQ,LONG,9.47,HIGH,123.86,123.81,-0.04,WRONG,2017-03-17,BACKFILL
2017-03-17,BTC,LONG,36.22,HIGH,1100.23,1054.23,-4.181,WRONG,2017-03-20,BACKFILL
2017-03-17,GLD,HELD,-1.25,LOW,116.99,117.51,0.444,RIGHT,2017-03-20,BACKFILL
2017-03-17,QQQ,LONG,9.34,HIGH,123.81,123.93,0.097,RIGHT,2017-03-20,BACKFILL
2017-03-20,BTC,LONG,30.03,HIGH,1054.23,1120.54,6.29,RIGHT,2017-03-21,BACKFILL
2017-03-20,GLD,HELD,-0.75,LOW,117.51,118.54,0.877,RIGHT,2017-03-21,BACKFILL
2017-03-20,QQQ,LONG,9.35,HIGH,123.93,122.05,-1.517,WRONG,2017-03-21,BACKFILL
2017-03-21,BTC,LONG,37.58,HIGH,1120.54,1049.14,-6.372,WRONG,2017-03-22,BACKFILL
2017-03-21,GLD,HELD,0.17,LOW,118.54,118.83,0.245,RIGHT,2017-03-22,BACKFILL
2017-03-21,QQQ,LONG,7.61,HIGH,122.05,122.87,0.672,RIGHT,2017-03-22,BACKFILL
2017-03-22,BTC,LONG,28.32,HIGH,1049.14,1038.59,-1.006,WRONG,2017-03-23,BACKFILL
2017-03-22,GLD,HELD,0.47,LOW,118.83,118.67,-0.135,WRONG,2017-03-23,BACKFILL
2017-03-22,QQQ,LONG,8.25,HIGH,122.87,122.56,-0.252,WRONG,2017-03-23,BACKFILL
2017-03-23,BTC,LONG,26.55,HIGH,1038.59,937.52,-9.731,WRONG,2017-03-24,BACKFILL
2017-03-23,GLD,HELD,0.39,LOW,118.67,118.86,0.16,RIGHT,2017-03-24,BACKFILL
2017-03-23,QQQ,LONG,7.89,HIGH,122.56,122.82,0.212,RIGHT,2017-03-24,BACKFILL
2017-03-24,BTC,LONG,13.9,HIGH,937.52,1045.77,11.546,RIGHT,2017-03-27,BACKFILL
2017-03-24,GLD,HELD,0.61,LOW,118.86,119.53,0.564,RIGHT,2017-03-27,BACKFILL
2017-03-24,QQQ,LONG,8.04,HIGH,122.82,123.01,0.155,RIGHT,2017-03-27,BACKFILL
2017-03-27,BTC,LONG,26.56,HIGH,1045.77,1047.15,0.132,RIGHT,2017-03-28,BACKFILL
2017-03-27,GLD,HELD,1.22,LOW,119.53,119.04,-0.41,WRONG,2017-03-28,BACKFILL
2017-03-27,QQQ,LONG,8.12,HIGH,123.01,123.77,0.618,RIGHT,2017-03-28,BACKFILL
2017-03-28,BTC,LONG,26.26,HIGH,1047.15,1039.97,-0.686,WRONG,2017-03-29,BACKFILL
2017-03-28,GLD,HELD,0.86,LOW,119.04,119.33,0.244,RIGHT,2017-03-29,BACKFILL
2017-03-28,QQQ,LONG,8.69,HIGH,123.77,124.34,0.461,RIGHT,2017-03-29,BACKFILL
2017-03-29,BTC,LONG,24.94,HIGH,1039.97,1026.43,-1.302,WRONG,2017-03-30,BACKFILL
2017-03-29,GLD,HELD,1.15,LOW,119.33,118.47,-0.721,WRONG,2017-03-30,BACKFILL
2017-03-29,QQQ,LONG,9.1,HIGH,124.34,124.55,0.169,RIGHT,2017-03-30,BACKFILL
2017-03-30,BTC,LONG,22.87,HIGH,1026.43,1071.79,4.419,RIGHT,2017-03-31,BACKFILL
2017-03-30,GLD,HELD,0.47,LOW,118.47,118.72,0.211,RIGHT,2017-03-31,BACKFILL
2017-03-30,QQQ,LONG,9.19,HIGH,124.55,124.46,-0.072,WRONG,2017-03-31,BACKFILL
2017-03-31,BTC,LONG,27.8,HIGH,1071.79,1143.81,6.72,RIGHT,2017-04-03,BACKFILL
2017-03-31,GLD,HELD,0.72,LOW,118.72,119.35,0.531,RIGHT,2017-04-03,BACKFILL
2017-03-31,QQQ,LONG,9.01,HIGH,124.46,124.39,-0.056,WRONG,2017-04-03,BACKFILL
2017-04-03,BTC,LONG,35.78,HIGH,1143.81,1133.25,-0.923,WRONG,2017-04-04,BACKFILL
2017-04-03,GLD,HELD,1.3,LOW,119.35,119.62,0.226,RIGHT,2017-04-04,BACKFILL
2017-04-03,QQQ,LONG,8.85,HIGH,124.39,124.58,0.153,RIGHT,2017-04-04,BACKFILL
2017-04-04,BTC,LONG,33.93,HIGH,1133.25,1124.78,-0.747,WRONG,2017-04-05,BACKFILL
2017-04-04,GLD,HELD,1.56,LOW,119.62,119.62,0.0,WRONG,2017-04-05,BACKFILL
2017-04-04,QQQ,LONG,8.92,HIGH,124.58,124.08,-0.401,WRONG,2017-04-05,BACKFILL
2017-04-05,BTC,LONG,32.36,HIGH,1124.78,1182.68,5.148,RIGHT,2017-04-06,BACKFILL
2017-04-05,GLD,HELD,1.6,LOW,119.62,119.18,-0.368,WRONG,2017-04-06,BACKFILL
2017-04-05,QQQ,LONG,8.38,HIGH,124.08,124.14,0.048,RIGHT,2017-04-06,BACKFILL
