as_of,sleeve,call,dist_pct,confidence,close,next_close,next_ret_pct,result,scored_on,source
2021-10-12,BTC,LONG,22.27,HIGH,56041.06,57401.1,2.427,RIGHT,2021-10-13,BACKFILL
2021-10-12,GLD,HELD,-1.84,LOW,164.66,167.59,1.779,RIGHT,2021-10-13,BACKFILL
2021-10-12,QQQ,LONG,2.45,MEDIUM,346.98,349.76,0.801,RIGHT,2021-10-13,BACKFILL
2021-10-13,BTC,LONG,25.25,HIGH,57401.1,57321.52,-0.139,WRONG,2021-10-14,BACKFILL
2021-10-13,GLD,HELD,-0.11,LOW,167.59,168.0,0.245,RIGHT,2021-10-14,BACKFILL
2021-10-13,QQQ,LONG,3.19,MEDIUM,349.76,356.2,1.841,RIGHT,2021-10-14,BACKFILL
2021-10-14,BTC,LONG,25.07,HIGH,57321.52,61593.95,7.453,RIGHT,2021-10-15,BACKFILL
2021-10-14,GLD,HELD,0.11,LOW,168.0,165.33,-1.589,WRONG,2021-10-15,BACKFILL
2021-10-14,QQQ,LONG,4.99,MEDIUM,356.2,358.45,0.632,RIGHT,2021-10-15,BACKFILL
2021-10-15,BTC,LONG,34.28,HIGH,61593.95,62026.08,0.702,RIGHT,2021-10-18,BACKFILL
2021-10-15,GLD,HELD,-1.5,LOW,165.33,164.92,-0.248,WRONG,2021-10-18,BACKFILL
2021-10-15,QQQ,LONG,5.55,HIGH,358.45,362.05,1.004,RIGHT,2021-10-18,BACKFILL
2021-10-18,BTC,LONG,35.12,HIGH,62026.08,64261.99,3.605,RIGHT,2021-10-19,BACKFILL
2021-10-18,GLD,HELD,-1.75,LOW,164.92,165.45,0.321,RIGHT,2021-10-19,BACKFILL
2021-10-18,QQQ,LONG,6.5,HIGH,362.05,364.79,0.757,RIGHT,2021-10-19,BACKFILL
2021-10-19,BTC,LONG,39.89,HIGH,64261.99,65992.84,2.693,RIGHT,2021-10-20,BACKFILL
2021-10-19,GLD,HELD,-1.44,LOW,165.45,166.9,0.876,RIGHT,2021-10-20,BACKFILL
2021-10-19,QQQ,LONG,7.19,HIGH,364.79,364.32,-0.129,WRONG,2021-10-20,BACKFILL
2021-10-20,BTC,LONG,43.48,HIGH,65992.84,62210.17,-5.732,WRONG,2021-10-21,BACKFILL
2021-10-20,GLD,HELD,-0.6,LOW,166.9,166.75,-0.09,WRONG,2021-10-21,BACKFILL
2021-10-20,QQQ,LONG,6.92,HIGH,364.32,366.54,0.609,RIGHT,2021-10-21,BACKFILL
2021-10-21,BTC,LONG,35.18,HIGH,62210.17,60692.27,-2.44,WRONG,2021-10-22,BACKFILL
2021-10-21,GLD,HELD,-0.7,LOW,166.75,167.77,0.612,RIGHT,2021-10-22,BACKFILL
2021-10-21,QQQ,LONG,7.44,HIGH,366.54,363.46,-0.84,WRONG,2021-10-22,BACKFILL
2021-10-22,BTC,LONG,31.77,HIGH,60692.27,63039.82,3.868,RIGHT,2021-10-25,BACKFILL
2021-10-22,GLD,HELD,-0.11,LOW,167.77,168.93,0.691,RIGHT,2021-10-25,BACKFILL
2021-10-22,QQQ,LONG,6.43,HIGH,363.46,367.18,1.023,RIGHT,2021-10-25,BACKFILL
2021-10-25,BTC,LONG,36.7,HIGH,63039.82,60363.79,-4.245,WRONG,2021-10-26,BACKFILL
2021-10-25,GLD,HELD,0.55,LOW,168.93,167.68,-0.74,WRONG,2021-10-26,BACKFILL
2021-10-25,QQQ,LONG,7.39,HIGH,367.18,368.34,0.316,RIGHT,2021-10-26,BACKFILL
2021-10-26,BTC,LONG,30.75,HIGH,60363.79,58482.39,-3.117,WRONG,2021-10-27,BACKFILL
2021-10-26,GLD,HELD,-0.21,LOW,167.68,168.12,0.262,RIGHT,2021-10-27,BACKFILL
2021-10-26,QQQ,LONG,7.59,HIGH,368.34,369.19,0.231,RIGHT,2021-10-27,BACKFILL
2021-10-27,BTC,LONG,26.55,HIGH,58482.39,60622.14,3.659,RIGHT,2021-10-28,BACKFILL
2021-10-27,GLD,HELD,0.02,LOW,168.12,168.08,-0.024,WRONG,2021-10-28,BACKFILL
2021-10-27,QQQ,LONG,7.7,HIGH,369.19,373.29,1.111,RIGHT,2021-10-28,BACKFILL
2021-10-28,BTC,LONG,31.08,HIGH,60622.14,62227.96,2.649,RIGHT,2021-10-29,BACKFILL
2021-10-28,GLD,HELD,-0.03,LOW,168.08,166.65,-0.851,WRONG,2021-10-29,BACKFILL
2021-10-28,QQQ,LONG,8.75,HIGH,373.29,375.13,0.493,RIGHT,2021-10-29,BACKFILL
2021-10-29,BTC,LONG,34.47,HIGH,62227.96,61004.41,-1.966,WRONG,2021-11-01,BACKFILL
2021-10-29,GLD,HELD,-0.9,LOW,166.65,167.52,0.522,RIGHT,2021-11-01,BACKFILL
2021-10-29,QQQ,LONG,9.14,HIGH,375.13,376.41,0.341,RIGHT,2021-11-01,BACKFILL
2021-11-01,BTC,LONG,31.78,HIGH,61004.41,63226.4,3.642,RIGHT,2021-11-02,BACKFILL
2021-11-01,GLD,HELD,-0.42,LOW,167.52,167.16,-0.215,WRONG,2021-11-02,BACKFILL
2021-11-01,QQQ,LONG,9.36,HIGH,376.41,377.99,0.42,RIGHT,2021-11-02,BACKFILL
2021-11-02,BTC,LONG,36.5,HIGH,63226.4,62970.05,-0.405,WRONG,2021-11-03,BACKFILL
2021-11-02,GLD,HELD,-0.66,LOW,167.16,165.77,-0.832,WRONG,2021-11-03,BACKFILL
2021-11-02,QQQ,LONG,9.68,HIGH,377.99,382.0,1.061,RIGHT,2021-11-03,BACKFILL
2021-11-03,BTC,LONG,35.87,HIGH,62970.05,61452.23,-2.41,WRONG,2021-11-04,BACKFILL
2021-11-03,GLD,HELD,-1.51,LOW,165.77,167.65,1.134,RIGHT,2021-11-04,BACKFILL
2021-11-03,QQQ,LONG,10.69,HIGH,382.0,386.9,1.283,RIGHT,2021-11-04,BACKFILL
2021-11-04,BTC,LONG,32.55,HIGH,61452.23,61125.68,-0.531,WRONG,2021-11-05,BACKFILL
2021-11-04,GLD,HELD,-0.41,LOW,167.65,169.84,1.306,RIGHT,2021-11-05,BACKFILL
2021-11-04,QQQ,LONG,11.97,HIGH,386.9,387.27,0.096,RIGHT,2021-11-05,BACKFILL
2021-11-05,BTC,LONG,31.79,HIGH,61125.68,67566.83,10.538,RIGHT,2021-11-08,BACKFILL
2021-11-05,GLD,HELD,0.86,LOW,169.84,170.45,0.359,RIGHT,2021-11-08,BACKFILL
2021-11-05,QQQ,LONG,11.94,HIGH,387.27,386.74,-0.137,WRONG,2021-11-08,BACKFILL
2021-11-08,BTC,LONG,45.44,HIGH,67566.83,66971.83,-0.881,WRONG,2021-11-09,BACKFILL
2021-11-08,GLD,HELD,1.19,LOW,170.45,171.29,0.493,RIGHT,2021-11-09,BACKFILL
2021-11-08,QQQ,LONG,11.64,HIGH,386.74,384.08,-0.688,WRONG,2021-11-09,BACKFILL
2021-11-09,BTC,LONG,43.98,HIGH,66971.83,64995.23,-2.951,WRONG,2021-11-10,BACKFILL
2021-11-09,GLD,HELD,1.67,LOW,171.29,173.15,1.086,RIGHT,2021-11-10,BACKFILL
2021-11-09,QQQ,LONG,10.75,HIGH,384.08,378.43,-1.471,WRONG,2021-11-10,BACKFILL
2021-11-10,BTC,LONG,39.59,HIGH,64995.23,64949.96,-0.07,WRONG,2021-11-11,BACKFILL
2021-11-10,GLD,HELD,2.73,MEDIUM,173.15,174.12,0.56,RIGHT,2021-11-11,BACKFILL
2021-11-10,QQQ,LONG,9.01,HIGH,378.43,379.48,0.277,RIGHT,2021-11-11,BACKFILL
2021-11-11,BTC,LONG,39.39,HIGH,64949.96,64155.94,-1.223,WRONG,2021-11-12,BACKFILL
2021-11-11,GLD,HELD,3.26,MEDIUM,174.12,174.45,0.19,RIGHT,2021-11-12,BACKFILL
2021-11-11,QQQ,LONG,9.2,HIGH,379.48,383.48,1.054,RIGHT,2021-11-12,BACKFILL
2021-11-12,BTC,LONG,37.68,HIGH,64155.94,63557.87,-0.932,WRONG,2021-11-15,BACKFILL
2021-11-12,GLD,HELD,3.41,MEDIUM,174.45,174.18,-0.155,WRONG,2021-11-15,BACKFILL
2021-11-12,QQQ,LONG,10.24,HIGH,383.48,383.39,-0.023,WRONG,2021-11-15,BACKFILL
2021-11-15,BTC,LONG,36.38,HIGH,63557.87,60161.25,-5.344,WRONG,2021-11-16,BACKFILL
2021-11-15,GLD,HELD,3.2,MEDIUM,174.18,172.92,-0.723,WRONG,2021-11-16,BACKFILL
2021-11-15,QQQ,LONG,10.09,HIGH,383.39,386.12,0.712,RIGHT,2021-11-16,BACKFILL
2021-11-16,BTC,LONG,29.15,HIGH,60161.25,60368.01,0.344,RIGHT,2021-11-17,BACKFILL
2021-11-16,GLD,HELD,2.42,MEDIUM,172.92,174.5,0.914,RIGHT,2021-11-17,BACKFILL
2021-11-16,QQQ,LONG,10.76,HIGH,386.12,386.32,0.052,RIGHT,2021-11-17,BACKFILL
2021-11-17,BTC,LONG,29.62,HIGH,60368.01,56942.14,-5.675,WRONG,2021-11-18,BACKFILL
2021-11-17,GLD,HELD,3.33,MEDIUM,174.5,173.94,-0.321,WRONG,2021-11-18,BACKFILL
2021-11-17,QQQ,LONG,10.7,HIGH,386.32,390.33,1.038,RIGHT,2021-11-18,BACKFILL
2021-11-18,BTC,LONG,22.24,HIGH,56942.14,58119.58,2.068,RIGHT,2021-11-19,BACKFILL
2021-11-18,GLD,HELD,2.96,MEDIUM,173.94,172.61,-0.765,WRONG,2021-11-19,BACKFILL
2021-11-18,QQQ,LONG,11.72,HIGH,390.33,392.5,0.556,RIGHT,2021-11-19,BACKFILL
2021-11-19,BTC,LONG,24.74,HIGH,58119.58,56289.29,-3.149,WRONG,2021-11-22,BACKFILL
2021-11-19,GLD,HELD,2.15,MEDIUM,172.61,168.74,-2.242,WRONG,2021-11-22,BACKFILL
2021-11-19,QQQ,LONG,12.2,HIGH,392.5,387.95,-1.159,WRONG,2021-11-22,BACKFILL
2021-11-22,BTC,LONG,20.77,HIGH,56289.29,57569.07,2.274,RIGHT,2021-11-23,BACKFILL
2021-11-22,GLD,HELD,-0.14,LOW,168.74,167.28,-0.865,WRONG,2021-11-23,BACKFILL
2021-11-22,QQQ,LONG,10.77,HIGH,387.95,386.18,-0.456,WRONG,2021-11-23,BACKFILL
2021-11-23,BTC,LONG,23.42,HIGH,57569.07,56280.43,-2.238,WRONG,2021-11-24,BACKFILL
2021-11-23,GLD,HELD,-1.01,LOW,167.28,167.12,-0.096,WRONG,2021-11-24,BACKFILL
2021-11-23,QQQ,LONG,10.14,HIGH,386.18,387.42,0.321,RIGHT,2021-11-24,BACKFILL
2021-11-24,BTC,LONG,20.56,HIGH,56280.43,53569.77,-4.816,WRONG,2021-11-26,BACKFILL
2021-11-24,GLD,HELD,-1.11,LOW,167.12,166.85,-0.162,WRONG,2021-11-26,BACKFILL
2021-11-24,QQQ,LONG,10.37,HIGH,387.42,380.08,-1.895,WRONG,2021-11-26,BACKFILL
2021-11-26,BTC,LONG,14.76,HIGH,53569.77,57806.57,7.909,RIGHT,2021-11-29,BACKFILL
2021-11-26,GLD,HELD,-1.26,LOW,166.85,166.62,-0.138,WRONG,2021-11-29,BACKFILL
2021-11-26,QQQ,LONG,8.18,HIGH,380.08,388.32,2.168,RIGHT,2021-11-29,BACKFILL
2021-11-29,BTC,LONG,23.79,HIGH,57806.57,57005.43,-1.386,WRONG,2021-11-30,BACKFILL
2021-11-29,GLD,HELD,-1.4,LOW,166.62,165.5,-0.672,WRONG,2021-11-30,BACKFILL
2021-11-29,QQQ,LONG,10.4,HIGH,388.32,382.62,-1.468,WRONG,2021-11-30,BACKFILL
2021-11-30,BTC,LONG,22.04,HIGH,57005.43,57229.83,0.394,RIGHT,2021-12-01,BACKFILL
2021-11-30,GLD,HELD,-2.06,MEDIUM,165.5,166.16,0.399,RIGHT,2021-12-01,BACKFILL
2021-11-30,QQQ,LONG,8.67,HIGH,382.62,376.11,-1.701,WRONG,2021-12-01,BACKFILL
2021-12-01,BTC,LONG,22.45,HIGH,57229.83,56477.82,-1.314,WRONG,2021-12-02,BACKFILL
2021-12-01,GLD,HELD,-1.67,LOW,166.16,165.24,-0.554,WRONG,2021-12-02,BACKFILL
2021-12-01,QQQ,LONG,6.73,HIGH,376.11,378.82,0.721,RIGHT,2021-12-02,BACKFILL
2021-12-02,BTC,LONG,20.87,HIGH,56477.82,53598.25,-5.099,WRONG,2021-12-03,BACKFILL
2021-12-02,GLD,HELD,-2.21,MEDIUM,165.24,166.63,0.841,RIGHT,2021-12-03,BACKFILL
2021-12-02,QQQ,LONG,7.39,HIGH,378.82,372.24,-1.737,WRONG,2021-12-03,BACKFILL
2021-12-03,BTC,LONG,14.76,HIGH,53598.25,50582.62,-5.626,WRONG,2021-12-06,BACKFILL
2021-12-03,GLD,HELD,-1.38,LOW,166.63,166.22,-0.246,WRONG,2021-12-06,BACKFILL
2021-12-03,QQQ,LONG,5.43,HIGH,372.24,375.22,0.801,RIGHT,2021-12-06,BACKFILL
2021-12-06,BTC,LONG,8.35,HIGH,50582.62,50700.09,0.232,RIGHT,2021-12-07,BACKFILL
2021-12-06,GLD,HELD,-1.63,LOW,166.22,166.81,0.355,RIGHT,2021-12-07,BACKFILL
2021-12-06,QQQ,LONG,6.17,HIGH,375.22,386.52,3.012,RIGHT,2021-12-07,BACKFILL
2021-12-07,BTC,LONG,8.71,HIGH,50700.09,50504.8,-0.385,WRONG,2021-12-08,BACKFILL
2021-12-07,GLD,HELD,-1.27,LOW,166.81,166.9,0.054,RIGHT,2021-12-08,BACKFILL
2021-12-07,QQQ,LONG,9.23,HIGH,386.52,388.25,0.448,RIGHT,2021-12-08,BACKFILL
2021-12-08,BTC,LONG,8.38,HIGH,50504.8,47672.12,-5.609,WRONG,2021-12-09,BACKFILL
2021-12-08,GLD,HELD,-1.21,LOW,166.9,165.88,-0.611,WRONG,2021-12-09,BACKFILL
2021-12-08,QQQ,LONG,9.58,HIGH,388.25,382.53,-1.473,WRONG,2021-12-09,BACKFILL
2021-12-09,BTC,LONG,2.44,MEDIUM,47672.12,47243.3,-0.9,WRONG,2021-12-10,BACKFILL
2021-12-09,GLD,HELD,-1.79,LOW,165.88,166.58,0.422,RIGHT,2021-12-10,BACKFILL
2021-12-09,QQQ,LONG,7.84,HIGH,382.53,386.69,1.087,RIGHT,2021-12-10,BACKFILL
2021-12-10,BTC,LONG,1.64,LOW,47243.3,46737.48,-1.071,WRONG,2021-12-13,BACKFILL
2021-12-10,GLD,HELD,-1.35,LOW,166.58,167.0,0.252,RIGHT,2021-12-13,BACKFILL
2021-12-10,QQQ,LONG,8.87,HIGH,386.69,381.11,-1.443,WRONG,2021-12-13,BACKFILL
2021-12-13,BTC,LONG,0.7,LOW,46737.48,46612.63,-0.267,WRONG,2021-12-14,BACKFILL
2021-12-13,GLD,HELD,-1.09,LOW,167.0,165.44,-0.934,WRONG,2021-12-14,BACKFILL
2021-12-13,QQQ,LONG,7.17,HIGH,381.11,377.16,-1.036,WRONG,2021-12-14,BACKFILL
2021-12-14,BTC,LONG,0.47,LOW,46612.63,48896.72,4.9,RIGHT,2021-12-15,BACKFILL
2021-12-14,GLD,HELD,-1.99,LOW,165.44,166.15,0.429,RIGHT,2021-12-15,BACKFILL
2021-12-14,QQQ,LONG,5.92,HIGH,377.16,385.76,2.28,RIGHT,2021-12-15,BACKFILL
2021-12-15,BTC,LONG,5.4,HIGH,48896.72,47665.43,-2.518,WRONG,2021-12-16,BACKFILL
2021-12-15,GLD,HELD,-1.55,LOW,166.15,168.16,1.21,RIGHT,2021-12-16,BACKFILL
2021-12-15,QQQ,LONG,8.18,HIGH,385.76,375.84,-2.572,WRONG,2021-12-16,BACKFILL
2021-12-16,BTC,LONG,2.78,MEDIUM,47665.43,46202.14,-3.07,WRONG,2021-12-17,BACKFILL
2021-12-16,GLD,HELD,-0.34,LOW,168.16,167.8,-0.214,WRONG,2021-12-17,BACKFILL
2021-12-16,QQQ,LONG,5.28,HIGH,375.84,373.97,-0.498,WRONG,2021-12-17,BACKFILL
2021-12-17,BTC,FLAT,-0.41,LOW,46202.14,46880.28,1.468,WRONG,2021-12-20,BACKFILL
2021-12-17,GLD,HELD,-0.53,LOW,167.8,167.09,-0.423,WRONG,2021-12-20,BACKFILL
2021-12-17,QQQ,LONG,4.64,MEDIUM,373.97,370.34,-0.971,WRONG,2021-12-20,BACKFILL
2021-12-20,BTC,LONG,0.99,LOW,46880.28,48936.61,4.386,RIGHT,2021-12-21,BACKFILL
2021-12-20,GLD,HELD,-0.92,LOW,167.09,167.02,-0.042,WRONG,2021-12-21,BACKFILL
2021-12-20,QQQ,LONG,3.51,MEDIUM,370.34,378.63,2.238,RIGHT,2021-12-21,BACKFILL
2021-12-21,BTC,LONG,5.24,HIGH,48936.61,48628.51,-0.63,WRONG,2021-12-22,BACKFILL
2021-12-21,GLD,HELD,-0.93,LOW,167.02,168.59,0.94,RIGHT,2021-12-22,BACKFILL
2021-12-21,QQQ,LONG,5.7,HIGH,378.63,383.24,1.218,RIGHT,2021-12-22,BACKFILL
2021-12-22,BTC,LONG,4.46,MEDIUM,48628.51,50784.54,4.434,RIGHT,2021-12-23,BACKFILL
2021-12-22,GLD,HELD,0.03,LOW,168.59,168.97,0.225,RIGHT,2021-12-23,BACKFILL
2021-12-22,QQQ,LONG,6.86,HIGH,383.24,386.13,0.754,RIGHT,2021-12-23,BACKFILL
2021-12-23,BTC,LONG,8.88,HIGH,50784.54,50640.42,-0.284,WRONG,2021-12-27,BACKFILL
2021-12-23,GLD,HELD,0.29,LOW,168.97,169.37,0.237,RIGHT,2021-12-27,BACKFILL
2021-12-23,QQQ,LONG,7.53,HIGH,386.13,392.51,1.652,RIGHT,2021-12-27,BACKFILL
2021-12-27,BTC,LONG,8.39,HIGH,50640.42,47588.86,-6.026,WRONG,2021-12-28,BACKFILL
2021-12-27,GLD,HELD,0.55,LOW,169.37,168.64,-0.431,WRONG,2021-12-28,BACKFILL
2021-12-27,QQQ,LONG,9.16,HIGH,392.51,390.69,-0.464,WRONG,2021-12-28,BACKFILL
2021-12-28,BTC,LONG,1.72,LOW,47588.86,46444.71,-2.404,WRONG,2021-12-29,BACKFILL
2021-12-28,GLD,HELD,0.16,LOW,168.64,168.59,-0.03,WRONG,2021-12-29,BACKFILL
2021-12-28,QQQ,LONG,8.52,HIGH,390.69,390.63,-0.015,WRONG,2021-12-29,BACKFILL
2021-12-29,BTC,FLAT,-0.82,LOW,46444.71,47178.12,1.579,WRONG,2021-12-30,BACKFILL
2021-12-29,GLD,HELD,0.16,LOW,168.59,169.8,0.718,RIGHT,2021-12-30,BACKFILL
2021-12-29,QQQ,LONG,8.37,HIGH,390.63,389.46,-0.3,WRONG,2021-12-30,BACKFILL
2021-12-30,BTC,LONG,0.62,LOW,47178.12,46306.45,-1.848,WRONG,2021-12-31,BACKFILL
2021-12-30,GLD,HELD,0.91,LOW,169.8,170.96,0.683,RIGHT,2021-12-31,BACKFILL
2021-12-30,QQQ,LONG,7.91,HIGH,389.46,387.03,-0.624,WRONG,2021-12-31,BACKFILL
2021-12-31,BTC,FLAT,-1.39,LOW,46306.45,46458.12,0.328,WRONG,2022-01-03,BACKFILL
2021-12-31,GLD,HELD,1.63,LOW,170.96,168.33,-1.538,WRONG,2022-01-03,BACKFILL
2021-12-31,QQQ,LONG,7.11,HIGH,387.03,390.76,0.964,RIGHT,2022-01-03,BACKFILL
2022-01-03,BTC,FLAT,-1.2,LOW,46458.12,45897.57,-1.207,RIGHT,2022-01-04,BACKFILL
2022-01-03,GLD,HELD,0.11,LOW,168.33,169.57,0.737,RIGHT,2022-01-04,BACKFILL
2022-01-03,QQQ,LONG,8.01,HIGH,390.76,385.69,-1.297,WRONG,2022-01-04,BACKFILL
2022-01-04,BTC,FLAT,-2.51,MEDIUM,45897.57,43569.0,-5.073,RIGHT,2022-01-05,BACKFILL
2022-01-04,GLD,HELD,0.88,LOW,169.57,169.06,-0.301,WRONG,2022-01-05,BACKFILL
2022-01-04,QQQ,LONG,6.48,HIGH,385.69,373.84,-3.072,WRONG,2022-01-05,BACKFILL
2022-01-05,BTC,FLAT,-7.51,HIGH,43569.0,43160.93,-0.937,RIGHT,2022-01-06,BACKFILL
2022-01-05,GLD,HELD,0.6,LOW,169.06,166.99,-1.224,WRONG,2022-01-06,BACKFILL
2022-01-05,QQQ,LONG,3.11,MEDIUM,373.84,373.58,-0.07,WRONG,2022-01-06,BACKFILL
2022-01-06,BTC,FLAT,-8.46,HIGH,43160.93,41557.9,-3.714,RIGHT,2022-01-07,BACKFILL
2022-01-06,GLD,HELD,-0.59,LOW,166.99,167.75,0.455,RIGHT,2022-01-07,BACKFILL
2022-01-06,QQQ,LONG,2.95,MEDIUM,373.58,369.53,-1.084,WRONG,2022-01-07,BACKFILL
2022-01-07,BTC,FLAT,-11.96,HIGH,41557.9,41821.26,0.634,WRONG,2022-01-10,BACKFILL
2022-01-07,GLD,HELD,-0.1,LOW,167.75,168.26,0.304,RIGHT,2022-01-10,BACKFILL
2022-01-07,QQQ,LONG,1.75,LOW,369.53,369.77,0.065,RIGHT,2022-01-10,BACKFILL
2022-01-10,BTC,FLAT,-11.51,HIGH,41821.26,42735.86,2.187,WRONG,2022-01-11,BACKFILL
2022-01-10,GLD,HELD,0.24,LOW,168.26,170.29,1.206,RIGHT,2022-01-11,BACKFILL
2022-01-10,QQQ,LONG,1.73,LOW,369.77,375.33,1.504,RIGHT,2022-01-11,BACKFILL
2022-01-11,BTC,FLAT,-9.64,HIGH,42735.86,43949.1,2.839,WRONG,2022-01-12,BACKFILL
2022-01-11,GLD,HELD,1.48,LOW,170.29,170.74,0.264,RIGHT,2022-01-12,BACKFILL
2022-01-11,QQQ,LONG,3.17,MEDIUM,375.33,376.82,0.397,RIGHT,2022-01-12,BACKFILL
2022-01-12,BTC,FLAT,-7.17,HIGH,43949.1,42591.57,-3.089,RIGHT,2022-01-13,BACKFILL
2022-01-12,GLD,HELD,1.78,LOW,170.74,170.16,-0.34,WRONG,2022-01-13,BACKFILL
2022-01-12,QQQ,LONG,3.49,MEDIUM,376.82,367.39,-2.503,WRONG,2022-01-13,BACKFILL
2022-01-13,BTC,FLAT,-10.1,HIGH,42591.57,43099.7,1.193,WRONG,2022-01-14,BACKFILL
2022-01-13,GLD,HELD,1.45,LOW,170.16,169.67,-0.288,WRONG,2022-01-14,BACKFILL
2022-01-13,QQQ,LONG,0.83,LOW,367.39,369.68,0.623,RIGHT,2022-01-14,BACKFILL
2022-01-14,BTC,FLAT,-9.07,HIGH,43099.7,42375.63,-1.68,RIGHT,2022-01-18,BACKFILL
2022-01-14,GLD,HELD,1.18,LOW,169.67,169.39,-0.165,WRONG,2022-01-18,BACKFILL
2022-01-14,QQQ,LONG,1.4,LOW,369.68,360.47,-2.491,WRONG,2022-01-18,BACKFILL
2022-01-18,BTC,FLAT,-10.62,HIGH,42375.63,41744.33,-1.49,RIGHT,2022-01-19,BACKFILL
2022-01-18,GLD,HELD,1.03,LOW,169.39,172.08,1.588,RIGHT,2022-01-19,BACKFILL
2022-01-18,QQQ,FLAT,-1.18,LOW,360.47,356.51,-1.099,RIGHT,2022-01-19,BACKFILL
2022-01-19,BTC,FLAT,-11.99,HIGH,41744.33,40680.42,-2.549,RIGHT,2022-01-20,BACKFILL
2022-01-19,GLD,HELD,2.63,MEDIUM,172.08,171.65,-0.25,WRONG,2022-01-20,BACKFILL
2022-01-19,QQQ,FLAT,-2.31,MEDIUM,356.51,351.88,-1.299,RIGHT,2022-01-20,BACKFILL
2022-01-20,BTC,FLAT,-14.27,HIGH,40680.42,36457.32,-10.381,RIGHT,2022-01-21,BACKFILL
2022-01-20,GLD,HELD,2.35,MEDIUM,171.65,171.09,-0.326,WRONG,2022-01-21,BACKFILL
2022-01-20,QQQ,FLAT,-3.61,MEDIUM,351.88,342.13,-2.771,RIGHT,2022-01-21,BACKFILL
2022-01-21,BTC,FLAT,-23.18,HIGH,36457.32,36654.33,0.54,WRONG,2022-01-24,BACKFILL
2022-01-21,GLD,HELD,1.99,LOW,171.09,172.03,0.549,RIGHT,2022-01-24,BACKFILL
2022-01-21,QQQ,FLAT,-6.3,HIGH,342.13,343.69,0.456,WRONG,2022-01-24,BACKFILL
2022-01-24,BTC,FLAT,-22.81,HIGH,36654.33,36954.0,0.818,WRONG,2022-01-25,BACKFILL
2022-01-24,GLD,HELD,2.53,MEDIUM,172.03,172.58,0.32,RIGHT,2022-01-25,BACKFILL
2022-01-24,QQQ,FLAT,-5.89,HIGH,343.69,335.73,-2.316,RIGHT,2022-01-25,BACKFILL
2022-01-25,BTC,FLAT,-22.23,HIGH,36954.0,36852.12,-0.276,RIGHT,2022-01-26,BACKFILL
2022-01-25,GLD,HELD,2.83,MEDIUM,172.58,169.79,-1.617,WRONG,2022-01-26,BACKFILL
2022-01-25,QQQ,FLAT,-8.07,HIGH,335.73,335.2,-0.158,RIGHT,2022-01-26,BACKFILL
2022-01-26,BTC,FLAT,-22.48,HIGH,36852.12,37138.23,0.776,WRONG,2022-01-27,BACKFILL
2022-01-26,GLD,HELD,1.16,LOW,169.79,167.6,-1.29,WRONG,2022-01-27,BACKFILL
2022-01-26,QQQ,FLAT,-8.21,HIGH,335.2,331.82,-1.008,RIGHT,2022-01-27,BACKFILL
2022-01-27,BTC,FLAT,-21.91,HIGH,37138.23,37784.33,1.74,WRONG,2022-01-28,BACKFILL
2022-01-27,GLD,HELD,-0.15,LOW,167.6,167.1,-0.298,WRONG,2022-01-28,BACKFILL
2022-01-27,QQQ,FLAT,-9.12,HIGH,331.82,342.23,3.137,WRONG,2022-01-28,BACKFILL
2022-01-28,BTC,FLAT,-20.62,HIGH,37784.33,38483.12,1.849,WRONG,2022-01-31,BACKFILL
2022-01-28,GLD,HELD,-0.45,LOW,167.1,168.09,0.592,RIGHT,2022-01-31,BACKFILL
2022-01-28,QQQ,FLAT,-6.27,HIGH,342.23,353.18,3.2,WRONG,2022-01-31,BACKFILL
2022-01-31,BTC,FLAT,-19.19,HIGH,38483.12,38743.27,0.676,WRONG,2022-02-01,BACKFILL
2022-01-31,GLD,HELD,0.13,LOW,168.09,168.23,0.083,RIGHT,2022-02-01,BACKFILL
2022-01-31,QQQ,FLAT,-3.29,MEDIUM,353.18,355.58,0.68,WRONG,2022-02-01,BACKFILL
2022-02-01,BTC,FLAT,-18.68,HIGH,38743.27,36952.98,-4.621,RIGHT,2022-02-02,BACKFILL
2022-02-01,GLD,HELD,0.2,LOW,168.23,168.84,0.363,RIGHT,2022-02-02,BACKFILL
2022-02-01,QQQ,FLAT,-2.66,MEDIUM,355.58,358.47,0.813,WRONG,2022-02-02,BACKFILL
2022-02-02,BTC,FLAT,-22.46,HIGH,36952.98,37154.6,0.546,WRONG,2022-02-03,BACKFILL
2022-02-02,GLD,HELD,0.55,LOW,168.84,168.6,-0.142,WRONG,2022-02-03,BACKFILL
2022-02-02,QQQ,FLAT,-1.89,LOW,358.47,343.94,-4.053,RIGHT,2022-02-03,BACKFILL
2022-02-03,BTC,FLAT,-22.07,HIGH,37154.6,41500.88,11.698,WRONG,2022-02-04,BACKFILL
2022-02-03,GLD,HELD,0.4,LOW,168.6,168.86,0.154,RIGHT,2022-02-04,BACKFILL
2022-02-03,QQQ,FLAT,-5.87,HIGH,343.94,348.27,1.259,WRONG,2022-02-04,BACKFILL
2022-02-04,BTC,FLAT,-13.05,HIGH,41500.88,43840.29,5.637,WRONG,2022-02-07,BACKFILL
2022-02-04,GLD,HELD,0.55,LOW,168.86,170.11,0.74,RIGHT,2022-02-07,BACKFILL
2022-02-04,QQQ,FLAT,-4.68,MEDIUM,348.27,345.47,-0.804,RIGHT,2022-02-07,BACKFILL
